,0
2449,10183
2450,11597
2451,7220
2452,5130
2453,9323
2454,11154
2455,6765
2456,8450
2457,7810
2458,11643
2459,11590
2460,11769
2461,11508
2462,9107
2463,10815
2464,11818
2465,11075
2466,11464
2467,10765
2468,9282
2469,11376
2470,8357
2471,9633
2472,10739
2473,11200
2474,7810
2475,7936
2476,9944
2477,7810
2478,10416
2479,10306
2480,8232
2481,11850
2482,10865
2483,9634
2484,12000
2485,9432
2486,10996
2487,9623
2488,10293
2489,11569
2490,8661
2491,11520
2492,11285
2493,9558
2494,10324
2495,5632
2496,10258
2497,8411
2498,11165
2499,7258
2500,9194
2501,10431
2502,8112
2503,10450
2504,6042
2505,11061
2506,9004
2507,10815
2508,8013
2509,8442
2510,10696
2511,11825
2512,5130
2513,11065
2514,10864
2515,8601
2516,11041
2517,10363
2518,9425
2519,7036
2520,9834
2521,11108
2522,9784
2523,6824
2524,11223
2525,8404
2526,6759
2527,10108
2528,10955
2529,9621
2530,9310
2531,9699
2532,9695
2533,10472
2534,11437
2535,9126
2536,9829
2537,10746
2538,10517
2539,10356
2540,11063
2541,11829
2542,9384
2543,10875
2544,11693
2545,10485
2546,8572
2547,11675
2548,11441
2549,6907
2550,8109
2551,8544
2552,8727
2553,11248
2554,10830
2555,10837
2556,7810
2557,9073
2558,11089
2559,5885
2560,9640
2561,7563
2562,7178
2563,9877
2564,11517
2565,11697
2566,9766
2567,8803
2568,10550
2569,9449
2570,7994
2571,11648
2572,8484
2573,10410
2574,11021
2575,6591
2576,9926
2577,5210
2578,9679
2579,11375
2580,10429
2581,10403
2582,10252
2583,8777
2584,9280
2585,11767
2586,8339
2587,10710
2588,8588
2589,7877
2590,7810
2591,10373
2592,10778
2593,10991
2594,10727
2595,10523
2596,10725
2597,11408
2598,11082
2599,10817
2600,9486
2601,11186
2602,8126
2603,9219
2604,9054
2605,9584
2606,8476
2607,11656
2608,11421
2609,10845
2610,8273
2611,9861
2612,10420
2613,11080
2614,5384
2615,11602
2616,10689
2617,10270
2618,11625
2619,10515
2620,8074
2621,7188
2622,7993
2623,10869
2624,10750
2625,7026
2626,11835
2627,9565
2628,10859
2629,7835
2630,9253
2631,10991
2632,10349
2633,9499
2634,11080
2635,8298
2636,10282
2637,10433
2638,9293
2639,11702
2640,7638
2641,8964
2642,8343
2643,9810
2644,11252
2645,9745
2646,11244
2647,8278
2648,7435
2649,11355
2650,7318
2651,9484
2652,5839
2653,9244
2654,9439
2655,10514
2656,11886
2657,10056
2658,10514
2659,10533
2660,8583
2661,6982
2662,10646
2663,10262
2664,10884
2665,10902
2666,11139
2667,10845
2668,11237
2669,9913
2670,11336
2671,8947
2672,11831
2673,11163
2674,10572
2675,9017
2676,11137
2677,6222
2678,11390
2679,11025
2680,10258
2681,11863
2682,11678
2683,8042
2684,10229
2685,10828
2686,9089
2687,9451
2688,9627
2689,10268
2690,11611
2691,9559
2692,11950
2693,10709
2694,7918
2695,8781
2696,9506
2697,10628
2698,11244
2699,10727
2700,11826
2701,10165
2702,9121
2703,8384
2704,7359
2705,9116
2706,9708
2707,8100
2708,10220
2709,5751
2710,11251
2711,10831
2712,10071
2713,10819
2714,10879
2715,11416
2716,11075
2717,10945
2718,11264
2719,10286
2720,8302
2721,10446
2722,10691
2723,10584
2724,10068
2725,10153
