,0
2496,11849
2497,9674
2498,9383
2499,10988
2500,10786
2501,10703
2502,11239
2503,10305
2504,10982
2505,7380
2506,9460
2507,6426
2508,11187
2509,7013
2510,11241
2511,10427
2512,7598
2513,11375
2514,10632
2515,10689
2516,11466
2517,11674
2518,10494
2519,11202
2520,11472
2521,11058
2522,11003
2523,11558
2524,10927
2525,10712
2526,10465
2527,11168
2528,9913
2529,10786
2530,11225
2531,10981
2532,10031
2533,5927
2534,9678
2535,10526
2536,9236
2537,10468
2538,10941
2539,7883
2540,11283
2541,10572
2542,11276
2543,11337
2544,7380
2545,10933
2546,11249
2547,10470
2548,8992
2549,6329
2550,8744
2551,11308
2552,10560
2553,9845
2554,11082
2555,10744
2556,9162
2557,11056
2558,7148
2559,11209
2560,11364
2561,10824
2562,7638
2563,11783
2564,7810
2565,9147
2566,11028
2567,6039
2568,7707
2569,10688
2570,10277
2571,9833
2572,7771
2573,8217
2574,5700
2575,11064
2576,10184
2577,6748
2578,11703
2579,8268
2580,9552
2581,11552
2582,8182
2583,9717
2584,11220
2585,9627
2586,10753
2587,10667
2588,8820
2589,9717
2590,7957
2591,11791
2592,7744
2593,7382
2594,11483
2595,10303
2596,8783
2597,10854
2598,10948
2599,11082
2600,11552
2601,11803
2602,11702
2603,11787
2604,10845
2605,10825
2606,9223
2607,7142
2608,11232
2609,11288
2610,11332
2611,7147
2612,11456
2613,9045
2614,10799
2615,11543
2616,10104
2617,11029
2618,9236
2619,10642
2620,11286
2621,11050
2622,10844
2623,7130
2624,10374
2625,10811
2626,9949
2627,11526
2628,9297
2629,9553
2630,8773
2631,11268
2632,10174
2633,4910
2634,9797
2635,11586
2636,9726
2637,10583
2638,10008
2639,8292
2640,6864
2641,9236
2642,11143
2643,9991
2644,11728
2645,10756
2646,11690
2647,9418
2648,11165
2649,10178
2650,11673
2651,11748
2652,11239
2653,10590
2654,10958
2655,10631
2656,11318
2657,10649
2658,11591
2659,11501
2660,11540
2661,11300
2662,9562
2663,11580
2664,10890
2665,7810
2666,8979
2667,7334
2668,11465
2669,10984
2670,10420
2671,11101
2672,10711
2673,10269
2674,10835
2675,11067
2676,11557
2677,9389
2678,9679
2679,10402
2680,8645
2681,7596
2682,10667
2683,10194
2684,11629
2685,8975
2686,11860
2687,10232
2688,10515
2689,11921
2690,11293
2691,11099
2692,7810
2693,9557
2694,11182
2695,10384
2696,10523
2697,10816
2698,11485
2699,8983
2700,11147
2701,11147
2702,10261
2703,9355
2704,11659
2705,8030
2706,11655
2707,6864
2708,8013
2709,10465
2710,10939
2711,7903
2712,11266
2713,10271
2714,7857
2715,6819
2716,10633
2717,9998
2718,9486
2719,9963
2720,11626
2721,11272
2722,10995
2723,7763
2724,6895
2725,10502
